UnixTime,105,107,108,10A,10B,10F,202
4091,静止,向左上升飞行,静止,静止,静止,静止,平飞
4092,静止,向左上升飞行,静止,静止,静止,静止,平飞
4093,静止,向左上升飞行,静止,静止,静止,静止,平飞
4094,静止,向左上升飞行,静止,静止,静止,静止,平飞
4095,静止,向左上升飞行,静止,静止,静止,静止,平飞
4096,静止,向左上升飞行,静止,静止,静止,静止,平飞
4097,静止,向左上升飞行,静止,静止,静止,静止,平飞
4098,静止,向左上升飞行,静止,静止,静止,静止,平飞
4099,静止,向左上升飞行,静止,静止,静止,静止,平飞
4100,静止,向左上升飞行,静止,静止,静止,静止,平飞
4101,静止,向左上升飞行,静止,静止,静止,静止,平飞
4102,静止,向左上升飞行,静止,静止,静止,静止,平飞
4103,静止,向左上升飞行,静止,静止,静止,静止,平飞
4104,静止,向左上升飞行,静止,静止,静止,静止,平飞
4105,静止,向左上升飞行,静止,静止,静止,静止,平飞
4106,静止,向左上升飞行,静止,静止,静止,静止,平飞
4107,静止,向左上升飞行,静止,静止,静止,静止,平飞
4108,静止,向左上升飞行,静止,静止,静止,静止,平飞
4109,静止,向左上升飞行,静止,静止,静止,静止,平飞
4110,静止,向左上升飞行,静止,静止,静止,静止,平飞
4111,静止,向左上升飞行,静止,静止,静止,静止,平飞
4112,静止,向左上升飞行,静止,静止,静止,静止,平飞
4113,静止,向左上升飞行,静止,静止,静止,静止,平飞
4114,静止,向左上升飞行,静止,静止,静止,静止,平飞
4115,静止,向左上升飞行,静止,静止,静止,静止,平飞
4116,静止,向左上升飞行,静止,静止,静止,静止,平飞
4117,静止,向左上升飞行,静止,静止,静止,静止,平飞
4118,静止,向左上升飞行,静止,静止,静止,静止,平飞
4119,静止,向左上升飞行,静止,静止,静止,静止,平飞
4120,静止,向左上升飞行,静止,静止,静止,静止,平飞
4121,静止,向左上升飞行,静止,静止,静止,静止,平飞
4122,静止,向左上升飞行,静止,静止,静止,静止,平飞
4123,静止,向左上升飞行,静止,静止,静止,静止,平飞
4124,静止,向左上升飞行,静止,静止,静止,静止,平飞
4125,静止,向左上升飞行,静止,静止,静止,静止,平飞
4126,静止,向左上升飞行,静止,静止,静止,静止,平飞
4127,静止,向左上升飞行,静止,静止,静止,静止,平飞
4128,静止,向左上升飞行,静止,静止,静止,静止,平飞
4129,静止,向左上升飞行,静止,静止,静止,静止,平飞
4130,静止,向左上升飞行,静止,静止,静止,静止,平飞
4131,静止,向左上升飞行,静止,静止,静止,静止,平飞
4132,静止,向左上升飞行,静止,静止,静止,静止,平飞
4133,静止,向左上升飞行,静止,静止,静止,静止,平飞
4134,静止,向左下降飞行,静止,静止,静止,静止,平飞
4135,静止,向左下降飞行,静止,静止,静止,静止,平飞
4136,静止,向左下降飞行,静止,静止,静止,静止,平飞
4137,静止,向左下降飞行,静止,静止,静止,静止,平飞
4138,静止,向左下降飞行,静止,静止,静止,静止,平飞
4139,静止,向左下降飞行,静止,静止,静止,静止,平飞
4140,静止,向左下降飞行,静止,静止,静止,静止,平飞
4141,静止,向左下降飞行,静止,静止,静止,静止,平飞
4142,静止,向左下降飞行,静止,静止,静止,静止,平飞
4143,静止,向左下降飞行,静止,静止,静止,静止,平飞
4144,静止,向左下降飞行,静止,静止,静止,静止,平飞
4145,静止,向左下降飞行,静止,静止,静止,静止,平飞
4146,静止,向左下降飞行,静止,静止,静止,静止,平飞
4147,静止,向左下降飞行,静止,静止,静止,静止,平飞
4148,静止,向左下降飞行,静止,静止,静止,静止,平飞
4149,静止,向左下降飞行,静止,静止,静止,静止,平飞
4150,静止,向左下降飞行,静止,静止,静止,静止,平飞
4151,静止,向左下降飞行,静止,静止,静止,静止,平飞
4152,静止,向左下降飞行,静止,静止,静止,静止,平飞
4153,静止,向左下降飞行,静止,静止,静止,静止,平飞
4154,静止,向左下降飞行,静止,静止,静止,静止,平飞
4155,静止,向左下降飞行,静止,静止,静止,静止,平飞
4156,静止,向左下降飞行,静止,静止,静止,静止,平飞
4157,静止,向左下降飞行,静止,静止,静止,静止,平飞
4158,静止,向左下降飞行,静止,静止,静止,静止,平飞
4159,静止,向左下降飞行,静止,静止,静止,静止,平飞
4160,静止,向左下降飞行,静止,静止,静止,静止,平飞
4161,静止,向左下降飞行,静止,静止,静止,静止,平飞
4162,静止,向左下降飞行,静止,静止,静止,静止,平飞
4163,静止,向左下降飞行,静止,静止,静止,静止,平飞
4164,静止,向左下降飞行,静止,静止,静止,静止,平飞
4165,静止,向左下降飞行,静止,静止,静止,静止,平飞
4166,静止,向左下降飞行,静止,静止,静止,静止,平飞
4167,静止,向左下降飞行,静止,静止,静止,静止,平飞
4168,静止,向左下降飞行,静止,静止,静止,静止,平飞
4169,静止,向左下降飞行,静止,静止,静止,静止,平飞
4170,静止,向左下降飞行,静止,静止,静止,静止,平飞
4171,静止,向左下降飞行,静止,静止,静止,静止,平飞
4172,静止,向左下降飞行,静止,静止,静止,静止,平飞
4173,静止,向左下降飞行,静止,静止,静止,静止,平飞
4174,静止,向左下降飞行,静止,静止,静止,静止,平飞
4175,静止,向左下降飞行,静止,静止,静止,静止,平飞
4176,静止,向左下降飞行,静止,静止,静止,静止,平飞
4177,静止,向左下降飞行,静止,静止,静止,静止,平飞
4178,静止,向左下降飞行,静止,静止,静止,静止,平飞
4179,静止,向左下降飞行,静止,静止,静止,静止,平飞
4180,静止,向左下降飞行,静止,静止,静止,静止,平飞
4181,静止,向左下降飞行,静止,静止,静止,静止,平飞
4182,静止,向左下降飞行,静止,静止,静止,静止,平飞
4183,静止,向左下降飞行,静止,静止,静止,静止,平飞
4184,静止,向左下降飞行,静止,静止,静止,静止,平飞
4185,静止,向左下降飞行,静止,静止,静止,静止,平飞
4186,静止,向左下降飞行,静止,静止,静止,静止,平飞
4187,静止,向左下降飞行,静止,静止,静止,静止,平飞
4188,静止,向左下降飞行,静止,静止,静止,静止,平飞
4189,静止,向左下降飞行,静止,静止,静止,静止,平飞
4190,静止,向左下降飞行,静止,静止,静止,静止,平飞
4191,静止,向左飞行,静止,静止,静止,静止,平飞
4192,静止,向左飞行,静止,静止,静止,静止,平飞
4193,静止,向左飞行,静止,静止,静止,静止,平飞
4194,静止,向左飞行,静止,静止,静止,静止,平飞
4195,静止,向左飞行,静止,静止,静止,静止,平飞
4196,静止,向左飞行,静止,静止,静止,静止,平飞
4197,静止,向左飞行,静止,静止,静止,静止,平飞
4198,静止,向左飞行,静止,静止,静止,静止,平飞
4199,静止,向左飞行,静止,静止,静止,静止,平飞
4200,静止,向左飞行,静止,静止,静止,静止,平飞
4201,静止,向左飞行,静止,静止,静止,静止,平飞
4202,静止,向左飞行,静止,静止,静止,静止,平飞
4203,静止,向左飞行,静止,静止,静止,静止,平飞
4204,静止,向左飞行,静止,静止,静止,静止,平飞
4205,静止,向左飞行,静止,静止,静止,静止,平飞
4206,静止,向左飞行,静止,静止,静止,静止,平飞
4207,静止,向左飞行,静止,静止,静止,静止,平飞
4208,静止,向左飞行,静止,静止,静止,静止,平飞
4209,静止,向左飞行,静止,静止,静止,静止,平飞
4210,静止,向左飞行,静止,静止,静止,静止,平飞
4211,静止,向左飞行,静止,静止,静止,静止,平飞
4212,静止,向左飞行,静止,静止,静止,静止,平飞
4213,静止,向左飞行,静止,静止,静止,静止,平飞
4214,静止,向右下降飞行,静止,静止,静止,静止,平飞
4215,静止,向右下降飞行,静止,静止,静止,静止,平飞
4216,静止,向右下降飞行,静止,静止,静止,静止,平飞
4217,静止,向右下降飞行,静止,静止,静止,静止,平飞
4218,静止,向右下降飞行,静止,静止,静止,静止,平飞
4219,静止,向右下降飞行,静止,静止,静止,静止,平飞
4220,静止,向右下降飞行,静止,静止,静止,静止,平飞
4221,静止,向右下降飞行,静止,静止,静止,静止,平飞
4222,静止,向右下降飞行,静止,静止,静止,静止,平飞
4223,静止,向右下降飞行,静止,静止,静止,静止,平飞
4224,静止,向右下降飞行,静止,静止,静止,静止,平飞
4225,静止,向右下降飞行,静止,静止,静止,静止,平飞
4226,静止,向右下降飞行,静止,静止,静止,静止,平飞
4227,静止,向右下降飞行,静止,静止,静止,静止,平飞
4228,静止,向右下降飞行,静止,静止,静止,静止,平飞
4229,静止,下降飞行,静止,静止,静止,静止,平飞
4230,静止,下降飞行,静止,静止,静止,静止,平飞
4231,静止,下降飞行,静止,静止,静止,静止,平飞
4232,静止,下降飞行,静止,静止,静止,静止,平飞
4233,静止,下降飞行,静止,静止,静止,静止,平飞
4234,静止,下降飞行,静止,静止,静止,静止,平飞
4235,静止,下降飞行,静止,静止,静止,静止,平飞
4236,静止,下降飞行,静止,静止,静止,静止,平飞
4237,静止,下降飞行,静止,静止,静止,静止,平飞
4238,静止,下降飞行,静止,静止,静止,静止,平飞
4239,静止,下降飞行,静止,静止,静止,静止,平飞
4240,静止,下降飞行,静止,静止,静止,静止,平飞
4241,静止,下降飞行,静止,静止,静止,静止,平飞
4242,静止,下降飞行,静止,静止,静止,静止,平飞
4243,静止,下降飞行,静止,静止,静止,静止,平飞
4244,静止,下降飞行,静止,静止,静止,静止,平飞
4245,静止,向右上升飞行,静止,静止,静止,静止,平飞
4246,静止,向右上升飞行,静止,静止,静止,静止,平飞
4247,静止,向右上升飞行,静止,静止,静止,静止,平飞
4248,静止,向右上升飞行,静止,静止,静止,静止,平飞
4249,静止,向右上升飞行,静止,静止,静止,静止,平飞
4250,静止,向右上升飞行,静止,静止,静止,静止,平飞
4251,静止,向右上升飞行,静止,静止,静止,静止,平飞
4252,静止,向右上升飞行,静止,静止,静止,静止,平飞
4253,静止,向右上升飞行,静止,静止,静止,静止,平飞
4254,静止,向右上升飞行,静止,静止,静止,静止,平飞
4255,静止,向右上升飞行,静止,静止,静止,静止,平飞
4256,静止,向右上升飞行,静止,静止,静止,静止,平飞
4257,静止,向右上升飞行,静止,静止,静止,静止,平飞
4258,静止,向右上升飞行,静止,静止,静止,静止,平飞
4259,静止,向右上升飞行,静止,静止,静止,静止,平飞
4260,静止,向右上升飞行,静止,静止,静止,静止,平飞
4261,静止,向右上升飞行,静止,静止,静止,静止,平飞
4262,静止,向右上升飞行,静止,静止,静止,静止,平飞
4263,静止,向右上升飞行,静止,静止,静止,静止,平飞
4264,静止,向右上升飞行,静止,静止,静止,静止,平飞
4265,静止,向右上升飞行,静止,静止,静止,静止,平飞
4266,静止,向左飞行,静止,静止,静止,静止,平飞
4267,静止,向左飞行,静止,静止,静止,静止,平飞
4268,静止,向左飞行,静止,静止,静止,静止,平飞
4269,静止,向左飞行,静止,静止,静止,静止,平飞
4270,静止,向左飞行,静止,静止,静止,静止,平飞
4271,静止,向左飞行,静止,静止,静止,静止,平飞
4272,静止,向左飞行,静止,静止,静止,静止,平飞
4273,静止,向左飞行,静止,静止,静止,静止,平飞
4274,静止,向左飞行,静止,静止,静止,静止,平飞
4275,静止,向左飞行,静止,静止,静止,静止,平飞
4276,静止,向左飞行,静止,静止,静止,静止,平飞
4277,静止,向左飞行,静止,静止,静止,静止,平飞
4278,静止,向左飞行,静止,静止,静止,静止,平飞
4279,静止,向左飞行,静止,静止,静止,静止,平飞
4280,静止,向左飞行,静止,静止,静止,静止,平飞
4281,静止,向左飞行,静止,静止,静止,静止,平飞
4282,静止,向左飞行,静止,静止,静止,静止,平飞
4283,静止,向左飞行,静止,静止,静止,静止,平飞
4284,静止,向左飞行,静止,静止,静止,静止,平飞
4285,静止,向左飞行,静止,静止,静止,静止,平飞
4286,静止,向左飞行,静止,静止,静止,静止,平飞
4287,静止,向左飞行,静止,静止,静止,静止,平飞
4288,静止,向左飞行,静止,静止,静止,静止,平飞
4289,静止,向左飞行,静止,静止,静止,静止,平飞
4290,静止,向左飞行,静止,静止,静止,静止,平飞
4291,静止,向左飞行,静止,静止,静止,静止,平飞
4292,静止,向左飞行,静止,静止,静止,静止,平飞
4293,静止,向左飞行,静止,静止,静止,静止,平飞
4294,静止,向左飞行,静止,静止,静止,静止,平飞
4295,静止,向左飞行,静止,静止,静止,静止,平飞
4296,静止,向左飞行,静止,静止,静止,静止,平飞
4297,静止,向左飞行,静止,静止,静止,静止,平飞
4298,静止,向左飞行,静止,静止,静止,静止,平飞
4299,静止,向左飞行,静止,静止,静止,静止,平飞
4300,静止,向左飞行,静止,静止,静止,静止,平飞
4301,静止,向左飞行,静止,静止,静止,静止,平飞
4302,静止,向左飞行,静止,静止,静止,静止,平飞
4303,静止,向左飞行,静止,静止,静止,静止,平飞
4304,静止,向左飞行,静止,静止,静止,静止,平飞
4305,静止,向左飞行,静止,静止,静止,静止,平飞
4306,静止,向左飞行,静止,静止,静止,静止,平飞
4307,静止,向左飞行,静止,静止,静止,静止,平飞
4308,静止,向左飞行,静止,静止,静止,静止,平飞
4309,静止,向左飞行,静止,静止,静止,静止,平飞
4310,静止,向左飞行,静止,静止,静止,静止,平飞
4311,静止,向左飞行,静止,静止,静止,静止,平飞
4312,静止,向左飞行,静止,静止,静止,静止,平飞
4313,静止,向左飞行,静止,静止,静止,静止,平飞
4314,静止,向左飞行,静止,静止,静止,静止,平飞
4315,静止,向左飞行,静止,静止,静止,静止,平飞
4316,静止,向左飞行,静止,静止,静止,静止,平飞
4317,静止,向左飞行,静止,静止,静止,静止,平飞
4318,静止,向左飞行,静止,静止,静止,静止,平飞
4319,静止,向左飞行,静止,静止,静止,静止,平飞
4320,静止,向左飞行,静止,静止,静止,静止,平飞
4321,静止,向左飞行,静止,静止,静止,静止,平飞
4322,静止,向左飞行,静止,静止,静止,静止,平飞
4323,静止,向左飞行,静止,静止,静止,静止,平飞
4324,静止,向左飞行,静止,静止,静止,静止,平飞
4325,静止,向左飞行,静止,静止,静止,静止,平飞
4326,静止,向左飞行,静止,静止,静止,静止,平飞
4327,静止,向左飞行,静止,静止,静止,静止,平飞
4328,静止,向左飞行,静止,静止,静止,静止,平飞
4329,静止,向左飞行,静止,静止,静止,静止,平飞
4330,静止,向左飞行,静止,静止,静止,静止,平飞
4331,静止,向左飞行,静止,静止,静止,静止,平飞
4332,静止,向左飞行,静止,静止,静止,静止,平飞
4333,静止,向左飞行,静止,静止,静止,静止,平飞
4334,静止,向左飞行,静止,静止,静止,静止,平飞
4335,静止,向左飞行,静止,静止,静止,静止,平飞
4336,静止,向左飞行,静止,静止,静止,静止,平飞
4337,静止,向左飞行,静止,静止,静止,静止,平飞
4338,静止,向左飞行,静止,静止,静止,静止,平飞
4339,静止,向左飞行,静止,静止,静止,静止,平飞
4340,静止,向左飞行,静止,静止,静止,静止,平飞
4341,静止,向左飞行,静止,静止,静止,静止,平飞
4342,静止,向左飞行,静止,静止,静止,静止,平飞
4343,静止,向左飞行,静止,静止,静止,静止,平飞
4344,静止,向左飞行,静止,静止,静止,静止,平飞
4345,静止,向左飞行,静止,静止,静止,静止,平飞
4346,静止,向左飞行,静止,静止,静止,静止,平飞
4347,静止,向左飞行,静止,静止,静止,静止,平飞
4348,静止,向左飞行,静止,静止,静止,静止,平飞
4349,静止,向左飞行,静止,静止,静止,静止,平飞
4350,静止,向左飞行,静止,静止,静止,静止,平飞
4351,静止,向左飞行,静止,静止,静止,静止,平飞
4352,静止,向左飞行,静止,静止,静止,静止,平飞
4353,静止,向左飞行,静止,静止,静止,静止,平飞
4354,静止,向左飞行,静止,静止,静止,静止,平飞
4355,静止,向左飞行,静止,静止,静止,静止,平飞
4356,静止,向左飞行,静止,静止,静止,静止,平飞
4357,静止,向左飞行,静止,静止,静止,静止,平飞
4358,静止,向左飞行,静止,静止,静止,静止,平飞
4359,静止,向左飞行,静止,静止,静止,静止,平飞
4360,静止,向左飞行,静止,静止,静止,静止,平飞
4361,静止,向左飞行,静止,静止,静止,静止,平飞
4362,静止,向左飞行,静止,静止,静止,静止,平飞
4363,静止,向左飞行,静止,静止,静止,静止,平飞
4364,静止,向左飞行,静止,静止,静止,静止,平飞
4365,静止,向左飞行,静止,静止,静止,静止,平飞
4366,静止,向左飞行,静止,静止,静止,静止,平飞
4367,静止,向左飞行,静止,静止,静止,静止,平飞
4368,静止,向左飞行,静止,静止,静止,静止,平飞
4369,静止,向左飞行,静止,静止,静止,静止,平飞
4370,静止,向左飞行,静止,静止,静止,静止,平飞
4371,静止,向左飞行,静止,静止,静止,静止,平飞
4372,静止,向左飞行,静止,静止,静止,静止,平飞
4373,静止,向左飞行,静止,静止,静止,静止,平飞
4374,静止,向左飞行,静止,静止,静止,静止,平飞
4375,静止,向左飞行,静止,静止,静止,静止,平飞
4376,静止,向左飞行,静止,静止,静止,静止,平飞
4377,静止,向左飞行,静止,静止,静止,静止,平飞
4378,静止,向左飞行,静止,静止,静止,静止,平飞
4379,静止,向左飞行,静止,静止,静止,静止,平飞
4380,静止,向左飞行,静止,静止,静止,静止,平飞
4381,静止,向左飞行,静止,静止,静止,静止,平飞
4382,静止,向左飞行,静止,静止,静止,静止,平飞
4383,静止,向左飞行,静止,静止,静止,静止,平飞
4384,静止,向左飞行,静止,静止,静止,静止,平飞
4385,静止,向左飞行,静止,静止,静止,静止,平飞
4386,静止,向左飞行,静止,静止,静止,静止,平飞
4387,静止,向左飞行,静止,静止,静止,静止,平飞
4388,静止,向左飞行,静止,静止,静止,静止,平飞
4389,静止,向左飞行,静止,静止,静止,静止,平飞
4390,静止,向左飞行,静止,静止,静止,静止,平飞
4391,静止,向左飞行,静止,静止,静止,静止,平飞
4392,静止,向左飞行,静止,静止,静止,静止,平飞
4393,静止,向左飞行,静止,静止,静止,静止,平飞
4394,静止,向左飞行,静止,静止,静止,静止,平飞
4395,静止,向左飞行,静止,静止,静止,静止,平飞
4396,静止,向左飞行,静止,静止,静止,静止,平飞
4397,静止,向左飞行,静止,静止,静止,静止,平飞
4398,静止,向左飞行,静止,静止,静止,静止,平飞
4399,静止,向左飞行,静止,静止,静止,静止,平飞
4400,静止,向左飞行,静止,静止,静止,静止,平飞
4401,静止,向左飞行,静止,静止,静止,静止,平飞
4402,静止,向左飞行,静止,静止,静止,静止,平飞
4403,静止,向左飞行,静止,静止,静止,静止,平飞
4404,静止,向左飞行,静止,静止,静止,静止,平飞
4405,静止,向左飞行,静止,静止,静止,静止,平飞
4406,静止,向左飞行,静止,静止,静止,静止,平飞
4407,静止,向左飞行,静止,静止,静止,静止,平飞
4408,静止,向左飞行,静止,静止,静止,静止,平飞
4409,静止,向左飞行,静止,静止,静止,静止,平飞
4410,静止,向左飞行,静止,静止,静止,静止,平飞
4411,静止,向左飞行,静止,静止,静止,静止,平飞
4412,静止,向左飞行,静止,静止,静止,静止,平飞
4413,静止,向左飞行,静止,静止,静止,静止,平飞
4414,静止,向左飞行,静止,静止,静止,静止,平飞
4415,静止,向左飞行,静止,静止,静止,静止,平飞
4416,静止,向左飞行,静止,静止,静止,静止,平飞
4417,静止,向左飞行,静止,静止,静止,静止,平飞
4418,静止,向左飞行,静止,静止,静止,静止,平飞
4419,静止,向左飞行,静止,静止,静止,静止,平飞
4420,静止,向左飞行,静止,静止,静止,静止,平飞
4421,静止,向左飞行,静止,静止,静止,静止,平飞
4422,静止,向左飞行,静止,静止,静止,静止,平飞
4423,静止,向左飞行,静止,静止,静止,静止,平飞
4424,静止,向左飞行,静止,静止,静止,静止,平飞
4425,静止,向左飞行,静止,静止,静止,静止,平飞
4426,静止,向左飞行,静止,静止,静止,静止,平飞
4427,静止,向左飞行,静止,静止,静止,静止,平飞
4428,静止,向左飞行,静止,静止,静止,静止,平飞
4429,静止,向左飞行,静止,静止,静止,静止,平飞
4430,静止,向左飞行,静止,静止,静止,静止,平飞
4431,静止,向左飞行,静止,静止,静止,静止,平飞
4432,静止,向左飞行,静止,静止,静止,静止,平飞
4433,静止,向左飞行,静止,静止,静止,静止,平飞
4434,静止,向左飞行,静止,静止,静止,静止,平飞
4435,静止,向左飞行,静止,静止,静止,静止,平飞
4436,静止,向左飞行,静止,静止,静止,静止,平飞
4437,静止,向左飞行,静止,静止,静止,静止,平飞
4438,静止,向左飞行,静止,静止,静止,静止,平飞
4439,静止,向左飞行,静止,静止,静止,静止,平飞
4440,静止,向左飞行,静止,静止,静止,静止,平飞
4441,静止,向左飞行,静止,静止,静止,静止,平飞
4442,静止,向左飞行,静止,静止,静止,静止,平飞
4443,静止,向左飞行,静止,静止,静止,静止,平飞
4444,静止,向左飞行,静止,静止,静止,静止,平飞
4445,静止,向左飞行,静止,静止,静止,静止,平飞
4446,静止,向左飞行,静止,静止,静止,静止,平飞
4447,静止,向左飞行,静止,静止,静止,静止,平飞
4448,静止,向左飞行,静止,静止,静止,静止,平飞
4449,静止,向左飞行,静止,静止,静止,静止,平飞
4450,静止,向左飞行,静止,静止,静止,静止,平飞
4451,静止,向左飞行,静止,静止,静止,静止,平飞
4452,静止,向左飞行,静止,静止,静止,静止,平飞
4453,静止,平飞,静止,静止,静止,静止,平飞
4454,静止,平飞,静止,静止,静止,静止,平飞
4455,静止,平飞,静止,静止,静止,静止,平飞
4456,静止,平飞,静止,静止,静止,静止,平飞
4457,静止,平飞,静止,静止,静止,静止,平飞
4458,静止,平飞,静止,静止,静止,静止,平飞
4459,静止,平飞,静止,静止,静止,静止,平飞
4460,静止,平飞,静止,静止,静止,静止,平飞
4461,静止,平飞,静止,静止,静止,静止,平飞
4462,静止,平飞,静止,静止,静止,静止,平飞
4463,静止,平飞,静止,静止,静止,静止,平飞
4464,静止,平飞,静止,静止,静止,静止,平飞
4465,静止,平飞,静止,静止,静止,静止,平飞
4466,静止,平飞,静止,静止,静止,静止,平飞
4467,静止,平飞,静止,静止,静止,静止,平飞
4468,静止,平飞,静止,静止,静止,静止,平飞
4469,静止,平飞,静止,静止,静止,静止,平飞
4470,静止,向右飞行,静止,静止,静止,静止,平飞
4471,静止,向右飞行,静止,静止,静止,静止,平飞
4472,静止,向右飞行,静止,静止,静止,静止,平飞
4473,静止,向右飞行,静止,静止,静止,静止,平飞
4474,静止,向右飞行,静止,静止,静止,静止,平飞
4475,静止,向右飞行,静止,静止,静止,静止,平飞
4476,静止,向右飞行,静止,静止,静止,静止,平飞
4477,静止,向右飞行,静止,静止,静止,静止,平飞
4478,静止,向右飞行,静止,静止,静止,静止,平飞
4479,静止,向右飞行,静止,静止,静止,静止,平飞
4480,静止,向右飞行,静止,静止,静止,静止,平飞
4481,静止,向右飞行,静止,静止,静止,静止,平飞
4482,静止,向右飞行,静止,静止,静止,静止,平飞
4483,静止,向右飞行,静止,静止,静止,静止,平飞
4484,静止,向右飞行,静止,静止,静止,静止,平飞
4485,静止,向右飞行,静止,静止,静止,静止,平飞
4486,静止,向右飞行,静止,静止,静止,静止,平飞
4487,静止,向右飞行,静止,静止,静止,静止,平飞
4488,静止,向右飞行,静止,静止,静止,静止,平飞
4489,静止,向右飞行,静止,静止,静止,静止,平飞
4490,静止,向右飞行,静止,静止,静止,静止,平飞
4491,静止,向右飞行,静止,静止,静止,静止,平飞
4492,静止,向右飞行,静止,静止,静止,静止,平飞
4493,静止,向右飞行,静止,静止,静止,静止,平飞
4494,静止,向右飞行,静止,静止,静止,静止,平飞
4495,静止,向右飞行,静止,静止,静止,静止,平飞
4496,静止,向右飞行,静止,静止,静止,静止,平飞
4497,静止,向右飞行,静止,静止,静止,静止,平飞
4498,静止,向右飞行,静止,静止,静止,静止,平飞
4499,静止,向右飞行,静止,静止,静止,静止,平飞
4500,静止,向右飞行,静止,静止,静止,静止,平飞
4501,静止,向右飞行,静止,静止,静止,静止,平飞
4502,静止,向右飞行,静止,静止,静止,静止,平飞
4503,静止,向右飞行,静止,静止,静止,静止,平飞
4504,静止,向右飞行,静止,静止,静止,静止,平飞
4505,静止,向左飞行,静止,静止,静止,静止,平飞
4506,静止,向左飞行,静止,静止,静止,静止,平飞
4507,静止,向左飞行,静止,静止,静止,静止,平飞
4508,静止,向左飞行,静止,静止,静止,静止,平飞
4509,静止,向左飞行,静止,静止,静止,静止,平飞
4510,静止,向左飞行,静止,静止,静止,静止,平飞
4511,静止,向左飞行,静止,静止,静止,静止,平飞
4512,静止,向左飞行,静止,静止,静止,静止,平飞
4513,静止,向左飞行,静止,静止,静止,静止,平飞
4514,静止,向左飞行,静止,静止,静止,静止,平飞
4515,静止,向左飞行,静止,静止,静止,静止,平飞
4516,静止,向左飞行,静止,静止,静止,静止,平飞
4517,静止,向左飞行,静止,静止,静止,静止,平飞
4518,静止,向左飞行,静止,静止,静止,静止,平飞
4519,静止,向左飞行,静止,静止,静止,静止,平飞
4520,静止,向左飞行,静止,静止,静止,静止,平飞
4521,静止,向左飞行,静止,静止,静止,静止,平飞
4522,静止,向左上升飞行,静止,静止,静止,静止,平飞
4523,静止,向左上升飞行,静止,静止,静止,静止,平飞
4524,静止,向左上升飞行,静止,静止,静止,静止,平飞
4525,静止,向左上升飞行,静止,静止,静止,静止,平飞
4526,静止,向左上升飞行,静止,静止,静止,静止,平飞
4527,静止,向左上升飞行,静止,静止,静止,静止,平飞
4528,静止,向左上升飞行,静止,静止,静止,静止,平飞
4529,静止,向左上升飞行,静止,静止,静止,静止,平飞
4530,静止,向左上升飞行,静止,静止,静止,静止,平飞
4531,静止,向左上升飞行,静止,静止,静止,静止,平飞
4532,静止,向左上升飞行,静止,静止,静止,静止,平飞
4533,静止,向左上升飞行,静止,静止,静止,静止,平飞
4534,静止,向左上升飞行,静止,静止,静止,静止,平飞
4535,静止,向左上升飞行,静止,静止,静止,静止,平飞
4536,静止,向左上升飞行,静止,静止,静止,静止,平飞
4537,静止,向左上升飞行,静止,静止,静止,静止,平飞
4538,静止,向左上升飞行,静止,静止,静止,静止,平飞
4539,静止,向左上升飞行,静止,静止,静止,静止,平飞
4540,静止,向左上升飞行,静止,静止,静止,静止,平飞
4541,静止,向左上升飞行,静止,静止,静止,静止,平飞
4542,静止,向左上升飞行,静止,静止,静止,静止,平飞
4543,静止,向左上升飞行,静止,静止,静止,静止,平飞
4544,静止,向左上升飞行,静止,静止,静止,静止,平飞
4545,静止,向左上升飞行,静止,静止,静止,静止,平飞
4546,静止,向左上升飞行,静止,静止,静止,静止,平飞
4547,静止,向左上升飞行,静止,静止,静止,静止,平飞
4548,静止,向左上升飞行,静止,静止,静止,静止,平飞
4549,静止,向左上升飞行,静止,静止,静止,静止,平飞
4550,静止,向左上升飞行,静止,静止,静止,静止,平飞
4551,静止,向左上升飞行,静止,静止,静止,静止,平飞
4552,静止,向左上升飞行,静止,静止,静止,静止,平飞
4553,静止,向左上升飞行,静止,静止,静止,静止,平飞
4554,静止,向左上升飞行,静止,静止,静止,静止,平飞
4555,静止,向左上升飞行,静止,静止,静止,静止,平飞
4556,静止,向左上升飞行,静止,静止,静止,静止,平飞
4557,静止,向左上升飞行,静止,静止,静止,静止,平飞
4558,静止,向左上升飞行,静止,静止,静止,静止,平飞
4559,静止,向左上升飞行,静止,静止,静止,静止,平飞
4560,静止,向左上升飞行,静止,静止,静止,静止,平飞
4561,静止,向左上升飞行,静止,静止,静止,静止,平飞
4562,静止,向左上升飞行,静止,静止,静止,静止,平飞
4563,静止,向左上升飞行,静止,静止,静止,静止,平飞
4564,静止,向左上升飞行,静止,静止,静止,静止,平飞
4565,静止,向左上升飞行,静止,静止,静止,静止,平飞
4566,静止,向左上升飞行,静止,静止,静止,静止,平飞
4567,静止,向左上升飞行,静止,静止,静止,静止,平飞
4568,静止,向左上升飞行,静止,静止,静止,静止,平飞
4569,静止,向左上升飞行,静止,静止,静止,静止,平飞
4570,静止,向左上升飞行,静止,静止,静止,静止,平飞
4571,静止,向左上升飞行,静止,静止,静止,静止,平飞
4572,静止,向左上升飞行,静止,静止,静止,静止,平飞
4573,静止,向左上升飞行,静止,静止,静止,静止,平飞
4574,静止,向左上升飞行,静止,静止,静止,静止,平飞
4575,静止,向左上升飞行,静止,静止,静止,静止,平飞
4576,静止,向左上升飞行,静止,静止,静止,静止,平飞
