UnixTime,103,105,106,10B,10D,202,207,307
1467,向右上升飞行,向左飞行,向左飞行,向左飞行,向右飞行,平飞,静止,向左飞行
1468,向右上升飞行,向左飞行,平飞,向左飞行,向右飞行,平飞,静止,向左飞行
1469,向右下降飞行,向左飞行,平飞,向左飞行,向右飞行,平飞,静止,向左飞行
1470,向右下降飞行,向左飞行,平飞,向左飞行,向右飞行,平飞,静止,向左飞行
1471,向右下降飞行,向左飞行,平飞,向左飞行,向右飞行,平飞,静止,向左飞行
1472,向右下降飞行,向左飞行,平飞,向左飞行,向右飞行,平飞,静止,向左飞行
1473,向右下降飞行,向左飞行,平飞,向左飞行,向右飞行,平飞,静止,向左飞行
1474,向右下降飞行,向左飞行,平飞,向左飞行,向右飞行,平飞,静止,向左飞行
1475,向右下降飞行,向左飞行,平飞,向左飞行,向右飞行,平飞,静止,向左飞行
1476,向右下降飞行,向左飞行,平飞,向左飞行,向右飞行,平飞,静止,向左飞行
1477,向右下降飞行,向左飞行,平飞,向左飞行,向右飞行,平飞,静止,向左飞行
1478,向右下降飞行,向左飞行,平飞,向左飞行,向右飞行,平飞,静止,向左飞行
1479,向右下降飞行,向左飞行,平飞,向左飞行,向右飞行,平飞,静止,向左飞行
1480,向右下降飞行,向左飞行,平飞,向左飞行,向右飞行,平飞,静止,向左飞行
1481,向右下降飞行,向左飞行,平飞,向左飞行,向右飞行,平飞,静止,向左飞行
1482,向右下降飞行,向左飞行,平飞,向左飞行,向右飞行,平飞,静止,向左飞行
1483,向右下降飞行,向左飞行,平飞,向左飞行,向右飞行,平飞,静止,向左飞行
1484,向右下降飞行,向左上升飞行,平飞,向左飞行,向右飞行,平飞,静止,平飞
1485,向右下降飞行,向左上升飞行,平飞,向左飞行,向右飞行,平飞,静止,平飞
1486,向右下降飞行,向左上升飞行,平飞,向左飞行,向右飞行,平飞,静止,平飞
1487,向右下降飞行,向左上升飞行,平飞,向左飞行,向右飞行,平飞,静止,平飞
1488,向右下降飞行,向左上升飞行,平飞,向左飞行,向右飞行,平飞,静止,平飞
1489,向右下降飞行,向左上升飞行,平飞,向左飞行,向右飞行,平飞,静止,平飞
1490,向右下降飞行,向左上升飞行,平飞,向左飞行,向右飞行,平飞,静止,平飞
1491,向右下降飞行,向左上升飞行,平飞,向左飞行,向右飞行,平飞,静止,平飞
1492,向右下降飞行,向左上升飞行,平飞,向左飞行,向右飞行,平飞,静止,平飞
1493,向右下降飞行,向左上升飞行,平飞,向左飞行,向右飞行,平飞,静止,平飞
1494,向右下降飞行,向左上升飞行,平飞,向左飞行,向右飞行,平飞,静止,平飞
1495,向右下降飞行,向左上升飞行,平飞,向左飞行,向右飞行,平飞,静止,平飞
1496,向右下降飞行,向左上升飞行,平飞,向左飞行,向右飞行,平飞,静止,平飞
1497,向右下降飞行,向左上升飞行,平飞,向左飞行,向右飞行,平飞,静止,平飞
1498,向右下降飞行,向左上升飞行,平飞,向左飞行,向右飞行,平飞,静止,向左飞行
1499,向左飞行,向左上升飞行,平飞,向左飞行,向右飞行,平飞,静止,向左飞行
1500,向左飞行,向左飞行,平飞,向左飞行,向右飞行,平飞,静止,向左飞行
1501,向左飞行,向左飞行,平飞,向左飞行,向右飞行,平飞,静止,向左飞行
1502,向左飞行,向左飞行,平飞,向左飞行,向右飞行,平飞,静止,向左飞行
1503,向左飞行,向左飞行,平飞,向左飞行,向右飞行,平飞,静止,向左飞行
1504,向左飞行,向左飞行,平飞,向左飞行,向右飞行,平飞,静止,向左飞行
1505,向左飞行,向左飞行,平飞,向左飞行,向右飞行,平飞,静止,向左飞行
1506,向左飞行,向左飞行,平飞,向左飞行,向右飞行,平飞,静止,向左飞行
1507,向左飞行,向左飞行,平飞,向左飞行,向右飞行,平飞,静止,向左飞行
1508,向左飞行,向左飞行,平飞,向左飞行,向右飞行,平飞,静止,向左飞行
1509,向左飞行,向左飞行,平飞,向左飞行,向右飞行,平飞,静止,向左飞行
1510,向左飞行,向左飞行,平飞,向左飞行,向右飞行,平飞,静止,向左飞行
1511,向左飞行,向左飞行,平飞,向左飞行,向右飞行,平飞,静止,平飞
1512,向左飞行,向左飞行,平飞,向左飞行,向右飞行,平飞,静止,平飞
1513,向左飞行,向右飞行,平飞,向左飞行,向右飞行,平飞,静止,平飞
1514,向左飞行,向右飞行,平飞,向左飞行,向右飞行,平飞,静止,平飞
1515,向左飞行,向右飞行,平飞,向左飞行,向右飞行,平飞,静止,平飞
1516,向左飞行,向右飞行,平飞,向左飞行,向右飞行,平飞,静止,平飞
1517,向左飞行,向右飞行,平飞,向左飞行,向右飞行,平飞,静止,平飞
1518,向左飞行,向右飞行,平飞,向左飞行,向右飞行,平飞,静止,平飞
1519,向左飞行,向右飞行,平飞,向左飞行,向右飞行,平飞,静止,平飞
1520,向左飞行,向右飞行,平飞,向左飞行,向右飞行,平飞,静止,平飞
1521,向左飞行,向右飞行,平飞,向左飞行,向右飞行,平飞,静止,平飞
1522,向左飞行,向右飞行,平飞,向左飞行,向右飞行,平飞,静止,向左飞行
1523,向左飞行,向右飞行,平飞,向左飞行,向右飞行,平飞,静止,向左飞行
1524,向左飞行,向右飞行,平飞,向左飞行,向右飞行,平飞,静止,向左飞行
1525,向左飞行,向右飞行,平飞,向左飞行,向右飞行,平飞,静止,向左飞行
1526,向左飞行,向右飞行,平飞,向左飞行,向右飞行,平飞,静止,向左飞行
1527,向左飞行,向右飞行,平飞,向左飞行,向右飞行,平飞,静止,向左飞行
1528,向左飞行,向右飞行,平飞,向左飞行,向右飞行,平飞,静止,向左飞行
1529,向左飞行,向右飞行,平飞,向左飞行,向右飞行,平飞,静止,向左飞行
1530,向左飞行,向右飞行,向右飞行,向左飞行,向右飞行,平飞,静止,向左飞行
1531,向左飞行,向右飞行,向右飞行,向左飞行,向右飞行,平飞,静止,向左飞行
1532,向左飞行,向右飞行,向右飞行,向左飞行,向右飞行,平飞,静止,向左飞行
1533,向左飞行,向右飞行,向右飞行,向左飞行,向右飞行,平飞,静止,向左飞行
1534,向左飞行,向右飞行,向右飞行,向左飞行,向右飞行,平飞,静止,向左飞行
1535,向左飞行,向右飞行,向右飞行,向右下降飞行,向右飞行,平飞,静止,向左飞行
1536,向左飞行,平飞,向右飞行,向右下降飞行,向右下降飞行,平飞,静止,向左飞行
1537,向左飞行,平飞,向右飞行,向右下降飞行,向右下降飞行,平飞,静止,向左飞行
1538,向左飞行,平飞,向右飞行,向右下降飞行,向右下降飞行,平飞,静止,向左飞行
1539,向左飞行,平飞,向右飞行,向右下降飞行,向右下降飞行,平飞,静止,向左飞行
1540,向左飞行,平飞,向右飞行,向右下降飞行,向右下降飞行,平飞,静止,向左飞行
1541,向左飞行,平飞,向右飞行,向右下降飞行,向右下降飞行,平飞,静止,向左飞行
1542,向左飞行,平飞,向右飞行,向右下降飞行,向右上升飞行,平飞,静止,向左飞行
1543,向左飞行,平飞,向右飞行,向右下降飞行,向右上升飞行,平飞,静止,向左飞行
1544,向左飞行,平飞,向右飞行,向右下降飞行,向右上升飞行,平飞,静止,向左飞行
1545,向左飞行,平飞,向右飞行,向右下降飞行,向右上升飞行,平飞,静止,向左飞行
1546,向左飞行,平飞,向右飞行,向右下降飞行,向右上升飞行,平飞,静止,向左飞行
1547,向左飞行,平飞,平飞,向右下降飞行,向右上升飞行,平飞,静止,向左飞行
1548,向左飞行,平飞,平飞,向右下降飞行,向右上升飞行,平飞,静止,向右下降飞行
1549,向左飞行,平飞,平飞,向右下降飞行,向右上升飞行,平飞,静止,向右下降飞行
1550,平飞,平飞,平飞,向右下降飞行,向右上升飞行,平飞,静止,向右下降飞行
1551,平飞,平飞,平飞,向右下降飞行,向右上升飞行,平飞,静止,向右下降飞行
1552,平飞,平飞,平飞,向右下降飞行,向右上升飞行,平飞,静止,向右下降飞行
1553,平飞,平飞,平飞,向右下降飞行,向右上升飞行,平飞,静止,向右下降飞行
1554,平飞,平飞,平飞,向右下降飞行,向右上升飞行,平飞,静止,向右上升飞行
1555,平飞,平飞,平飞,向右下降飞行,向右上升飞行,平飞,静止,向右上升飞行
1556,平飞,平飞,下降飞行,向右上升飞行,向右上升飞行,平飞,静止,向右上升飞行
1557,平飞,平飞,下降飞行,向右上升飞行,向右上升飞行,平飞,静止,向右上升飞行
1558,平飞,平飞,下降飞行,向右上升飞行,向右上升飞行,平飞,静止,向右上升飞行
1559,平飞,平飞,下降飞行,向右上升飞行,向右上升飞行,平飞,静止,向右上升飞行
1560,平飞,平飞,下降飞行,向右上升飞行,向右上升飞行,平飞,静止,向右上升飞行
1561,平飞,平飞,下降飞行,向右上升飞行,向右上升飞行,平飞,静止,向右上升飞行
1562,平飞,平飞,下降飞行,向右上升飞行,向右上升飞行,平飞,静止,向右上升飞行
1563,平飞,平飞,下降飞行,向右上升飞行,向右上升飞行,平飞,静止,向右上升飞行
1564,平飞,平飞,下降飞行,向右上升飞行,向右上升飞行,平飞,静止,向右上升飞行
1565,平飞,平飞,下降飞行,向右上升飞行,向右上升飞行,平飞,静止,向右上升飞行
1566,平飞,平飞,下降飞行,向右上升飞行,向右上升飞行,平飞,静止,向左上升飞行
1567,平飞,平飞,下降飞行,向右上升飞行,向右上升飞行,平飞,静止,向左上升飞行
1568,平飞,平飞,下降飞行,向右上升飞行,向右上升飞行,平飞,静止,向左上升飞行
1569,平飞,平飞,下降飞行,向右上升飞行,向右上升飞行,平飞,静止,向左上升飞行
1570,向右飞行,平飞,下降飞行,向右上升飞行,向右上升飞行,平飞,静止,向左上升飞行
1571,向右飞行,平飞,下降飞行,向右上升飞行,向右上升飞行,平飞,静止,向左上升飞行
1572,向右飞行,平飞,下降飞行,向右上升飞行,向右上升飞行,平飞,静止,向左上升飞行
1573,向右飞行,向右飞行,下降飞行,向右上升飞行,向右上升飞行,平飞,静止,向左上升飞行
1574,向右飞行,向右飞行,下降飞行,向右上升飞行,向右上升飞行,平飞,静止,向左上升飞行
1575,向右飞行,向右飞行,下降飞行,向左下降飞行,向右上升飞行,平飞,静止,向左上升飞行
1576,向右飞行,向右飞行,向左飞行,向左下降飞行,向右上升飞行,平飞,静止,向左上升飞行
1577,向右飞行,向右飞行,向左飞行,向左下降飞行,向右上升飞行,平飞,静止,向左上升飞行
1578,向右飞行,向右飞行,向左飞行,向左下降飞行,向右上升飞行,平飞,静止,向左上升飞行
1579,向右飞行,向右飞行,向左飞行,向左下降飞行,向右上升飞行,平飞,静止,向左上升飞行
1580,向右飞行,向右飞行,向左飞行,向左下降飞行,向右上升飞行,平飞,静止,向左上升飞行
1581,向左下降飞行,向右飞行,向左飞行,向左下降飞行,向右上升飞行,平飞,静止,向左上升飞行
1582,向左下降飞行,向右飞行,向左飞行,向左下降飞行,向右上升飞行,平飞,静止,向左上升飞行
1583,向左下降飞行,向右飞行,向左上升飞行,向左下降飞行,向右上升飞行,平飞,静止,向左上升飞行
1584,向左下降飞行,向右飞行,向左上升飞行,向左下降飞行,向右上升飞行,平飞,静止,向左上升飞行
1585,向左下降飞行,向右飞行,向左上升飞行,向左下降飞行,向右上升飞行,平飞,静止,向左上升飞行
1586,向左下降飞行,向右飞行,向左上升飞行,向左下降飞行,向右上升飞行,向右飞行,静止,向左上升飞行
1587,向左下降飞行,向右飞行,向左上升飞行,向左下降飞行,向右上升飞行,向右飞行,静止,向左上升飞行
1588,向左下降飞行,向右飞行,向左上升飞行,向左下降飞行,向右上升飞行,向右飞行,静止,向左下降飞行
1589,向左下降飞行,向右飞行,向右下降飞行,向左下降飞行,向右上升飞行,向右飞行,静止,向左下降飞行
1590,向左下降飞行,向右飞行,向右下降飞行,向左下降飞行,向右上升飞行,向右飞行,静止,向左下降飞行
1591,向左下降飞行,向右飞行,向右下降飞行,向左下降飞行,向右上升飞行,向右飞行,静止,向左下降飞行
1592,向右下降飞行,向右飞行,向右下降飞行,向左下降飞行,向右上升飞行,向右飞行,静止,向左下降飞行
1593,向右下降飞行,向右飞行,向右下降飞行,向左下降飞行,向右上升飞行,向右飞行,静止,向左下降飞行
1594,向右下降飞行,向右飞行,向右下降飞行,向左下降飞行,向右上升飞行,向右飞行,静止,向左下降飞行
1595,向右下降飞行,向右飞行,向右下降飞行,向左下降飞行,向右上升飞行,向右飞行,静止,向左下降飞行
1596,向右下降飞行,向右飞行,向右下降飞行,向左下降飞行,向右上升飞行,向右飞行,静止,向左下降飞行
1597,向右下降飞行,向右飞行,向右下降飞行,向左下降飞行,向右上升飞行,向右飞行,静止,向左下降飞行
1598,向右下降飞行,向右飞行,向右下降飞行,向左下降飞行,向右上升飞行,向右飞行,静止,向左下降飞行
1599,向右下降飞行,向右飞行,向右上升飞行,向左下降飞行,向右上升飞行,向右飞行,静止,向左下降飞行
1600,向右下降飞行,向右飞行,向右上升飞行,向左下降飞行,向右上升飞行,向右飞行,静止,向左下降飞行
1601,向右下降飞行,向右飞行,向右上升飞行,向左下降飞行,向右上升飞行,向右飞行,静止,向左下降飞行
1602,向右下降飞行,平飞,向右上升飞行,向左下降飞行,向右上升飞行,向右飞行,静止,向左下降飞行
1603,向右下降飞行,平飞,向右上升飞行,向左下降飞行,向右上升飞行,向右飞行,静止,向左下降飞行
1604,向右下降飞行,平飞,向右上升飞行,向左下降飞行,向右上升飞行,向右飞行,静止,向左下降飞行
1605,向右下降飞行,平飞,向右上升飞行,向左下降飞行,向右下降飞行,向右飞行,静止,向左下降飞行
1606,向右下降飞行,平飞,向右上升飞行,向左下降飞行,向右下降飞行,向右飞行,静止,向左下降飞行
1607,向右下降飞行,平飞,向右上升飞行,向左下降飞行,向右下降飞行,向右飞行,静止,向左下降飞行
1608,向左上升飞行,平飞,向右上升飞行,向左下降飞行,向右下降飞行,向右飞行,静止,向左下降飞行
1609,向左上升飞行,平飞,向右上升飞行,向左下降飞行,向右下降飞行,向右飞行,静止,向左下降飞行
1610,向左上升飞行,平飞,向左下降飞行,向左下降飞行,向右下降飞行,向右飞行,静止,向左下降飞行
1611,向左上升飞行,平飞,向左下降飞行,向左下降飞行,向右下降飞行,向右飞行,静止,向左下降飞行
1612,向左上升飞行,平飞,向左下降飞行,向左下降飞行,向右下降飞行,向右飞行,静止,向左下降飞行
1613,向左上升飞行,平飞,向左下降飞行,向左下降飞行,向右下降飞行,向右飞行,静止,向左上升飞行
1614,向左上升飞行,平飞,向左下降飞行,向左下降飞行,向右下降飞行,向右飞行,静止,向左上升飞行
1615,向左上升飞行,平飞,向左下降飞行,向左下降飞行,向右下降飞行,向右飞行,静止,向左上升飞行
1616,向左上升飞行,平飞,向左下降飞行,向左下降飞行,向左下降飞行,向右飞行,静止,向左上升飞行
1617,向左上升飞行,平飞,向左下降飞行,向左上升飞行,向左下降飞行,向右飞行,静止,向左上升飞行
1618,向左上升飞行,平飞,向左下降飞行,向左上升飞行,向左下降飞行,向右飞行,静止,向左上升飞行
1619,向左上升飞行,平飞,向左下降飞行,向左上升飞行,向左下降飞行,向右飞行,静止,向左下降飞行
1620,向左上升飞行,平飞,向左下降飞行,向左上升飞行,向左下降飞行,向右飞行,静止,向左下降飞行
1621,向左上升飞行,平飞,向左下降飞行,向左上升飞行,向左下降飞行,向右飞行,静止,向左下降飞行
1622,向左上升飞行,向左上升飞行,向左下降飞行,向左上升飞行,向左下降飞行,向右飞行,静止,向左下降飞行
1623,向左上升飞行,向左上升飞行,向左下降飞行,向左上升飞行,向左下降飞行,向右飞行,静止,向左下降飞行
1624,向左上升飞行,向左上升飞行,向左下降飞行,向左上升飞行,向左下降飞行,向右飞行,静止,向左上升飞行
1625,向左上升飞行,向左上升飞行,向左下降飞行,向左上升飞行,向左上升飞行,向右飞行,静止,向左上升飞行
1626,向左上升飞行,向左上升飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右飞行,静止,向左上升飞行
1627,向左上升飞行,向左上升飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右飞行,静止,向左上升飞行
1628,向左上升飞行,向左下降飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右飞行,静止,向左上升飞行
1629,向左上升飞行,向左下降飞行,向左上升飞行,向左上升飞行,向左上升飞行,向右飞行,静止,向右上升飞行
1630,向左上升飞行,向左下降飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右飞行,静止,向右上升飞行
1631,向左上升飞行,向左下降飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右飞行,静止,向右上升飞行
1632,向左上升飞行,向左下降飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右飞行,静止,向右上升飞行
1633,向左上升飞行,向左下降飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右飞行,静止,向右上升飞行
1634,向左上升飞行,向左下降飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右飞行,静止,向右上升飞行
1635,向左上升飞行,向左下降飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右飞行,静止,向右上升飞行
1636,向右下降飞行,向左下降飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右飞行,静止,向右上升飞行
1637,向右下降飞行,向左下降飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右飞行,静止,向右上升飞行
1638,向右下降飞行,向左上升飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右飞行,静止,向右上升飞行
1639,向右下降飞行,向左上升飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右飞行,静止,向右上升飞行
1640,向右下降飞行,向左上升飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右飞行,静止,向右上升飞行
1641,向右下降飞行,向左上升飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右飞行,静止,向右上升飞行
1642,向右下降飞行,向左上升飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右飞行,静止,向右上升飞行
1643,向右下降飞行,向左上升飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右飞行,静止,向右上升飞行
1644,向右下降飞行,向左上升飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右飞行,静止,向右上升飞行
1645,向右下降飞行,向左上升飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右飞行,静止,向右上升飞行
1646,向右飞行,向左上升飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右飞行,静止,向右上升飞行
1647,向右飞行,向左上升飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右飞行,静止,向右上升飞行
1648,向右飞行,向左上升飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右飞行,静止,向右上升飞行
1649,向右飞行,向左上升飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右飞行,静止,向右上升飞行
1650,向右飞行,向左上升飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右飞行,静止,向右上升飞行
1651,向右飞行,向左上升飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右飞行,静止,向右上升飞行
1652,向右飞行,向左上升飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右飞行,静止,向右上升飞行
1653,向右飞行,向右下降飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右飞行,静止,向右上升飞行
1654,向左下降飞行,向右下降飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右飞行,静止,向右下降飞行
1655,向左下降飞行,向右下降飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右飞行,静止,向右下降飞行
1656,向左下降飞行,向右下降飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右飞行,静止,向右下降飞行
1657,向左下降飞行,向右下降飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右飞行,静止,向右下降飞行
1658,向左下降飞行,向右下降飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右飞行,静止,向右下降飞行
1659,向左下降飞行,向右下降飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右飞行,静止,向右下降飞行
1660,向左下降飞行,向右下降飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右飞行,静止,向右下降飞行
1661,向左下降飞行,向右下降飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右飞行,静止,向右下降飞行
1662,向左下降飞行,向右下降飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右飞行,静止,向右下降飞行
1663,向左下降飞行,向右下降飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右飞行,静止,向右下降飞行
1664,向左下降飞行,向右下降飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右飞行,静止,向右下降飞行
1665,向左下降飞行,向右下降飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右飞行,静止,向右下降飞行
1666,向左下降飞行,向右下降飞行,向右上升飞行,向左下降飞行,向左上升飞行,向右飞行,静止,向右下降飞行
1667,向左下降飞行,向右下降飞行,向右上升飞行,向左下降飞行,向右上升飞行,向右飞行,静止,向右下降飞行
1668,向左下降飞行,向右下降飞行,向右上升飞行,向左下降飞行,向右上升飞行,向右飞行,静止,向右下降飞行
1669,向左下降飞行,向右下降飞行,向右上升飞行,向右下降飞行,向右上升飞行,向右飞行,静止,向右下降飞行
1670,向左下降飞行,向右下降飞行,上升飞行,向右下降飞行,向右上升飞行,向右飞行,静止,向右下降飞行
1671,向左下降飞行,向右下降飞行,上升飞行,向右下降飞行,向右上升飞行,向右飞行,静止,向右下降飞行
1672,向左下降飞行,向右下降飞行,上升飞行,向右下降飞行,向右上升飞行,向右飞行,静止,向右下降飞行
1673,向左下降飞行,向右下降飞行,上升飞行,向右下降飞行,向右下降飞行,向右飞行,静止,向右下降飞行
1674,向左下降飞行,向右下降飞行,上升飞行,向右下降飞行,向右下降飞行,向右飞行,静止,向右下降飞行
1675,向左下降飞行,向右下降飞行,平飞,向右下降飞行,向右下降飞行,向右飞行,静止,向右下降飞行
1676,向左下降飞行,向右下降飞行,平飞,向右下降飞行,向右下降飞行,向右飞行,静止,向右下降飞行
1677,向左下降飞行,向右下降飞行,平飞,向右下降飞行,向右下降飞行,向右飞行,静止,向右上升飞行
1678,向左下降飞行,向右下降飞行,平飞,向右下降飞行,向右下降飞行,向右飞行,静止,向右上升飞行
1679,向左下降飞行,向右下降飞行,平飞,向右下降飞行,向右下降飞行,向右飞行,静止,向右上升飞行
1680,向左下降飞行,向右下降飞行,平飞,向右下降飞行,向右下降飞行,向右飞行,静止,向右上升飞行
1681,向左下降飞行,向右下降飞行,平飞,向右下降飞行,向右下降飞行,向右飞行,静止,向右上升飞行
1682,向左下降飞行,向右下降飞行,平飞,向右下降飞行,向右下降飞行,向右飞行,静止,向右下降飞行
1683,向左下降飞行,向右下降飞行,平飞,向右下降飞行,向右下降飞行,向右飞行,静止,向右下降飞行
1684,向左下降飞行,向右下降飞行,平飞,向右下降飞行,向右下降飞行,向右飞行,静止,向右下降飞行
1685,向左下降飞行,向右下降飞行,平飞,向右下降飞行,向右下降飞行,向右飞行,静止,向右下降飞行
1686,向左下降飞行,向右下降飞行,平飞,向右下降飞行,向右下降飞行,向右飞行,静止,向右下降飞行
1687,向左下降飞行,向右下降飞行,平飞,向右上升飞行,向右下降飞行,向右飞行,静止,向右下降飞行
1688,向左下降飞行,向右下降飞行,平飞,向右上升飞行,向右下降飞行,向右飞行,静止,向右下降飞行
1689,向左下降飞行,向右下降飞行,向右下降飞行,向右上升飞行,向右下降飞行,向右飞行,静止,向右下降飞行
1690,向左下降飞行,向右下降飞行,向右下降飞行,向右上升飞行,向右下降飞行,向右飞行,静止,向右下降飞行
1691,向左下降飞行,向左下降飞行,向右下降飞行,向右上升飞行,向右下降飞行,向右飞行,静止,向右下降飞行
1692,向左下降飞行,向左下降飞行,向右下降飞行,向右上升飞行,向右下降飞行,向右飞行,静止,向右下降飞行
1693,向右下降飞行,向左下降飞行,向右下降飞行,向右上升飞行,向右下降飞行,向右飞行,静止,向右下降飞行
1694,向右下降飞行,向左下降飞行,向右下降飞行,向右上升飞行,向右下降飞行,向右飞行,静止,向右下降飞行
1695,向右下降飞行,向左下降飞行,向右下降飞行,向右上升飞行,向右上升飞行,向右飞行,静止,向右下降飞行
1696,向右下降飞行,向左下降飞行,向右下降飞行,向右上升飞行,向右上升飞行,向右飞行,静止,向右下降飞行
1697,向右下降飞行,向左下降飞行,向右下降飞行,向右上升飞行,向右上升飞行,向右飞行,静止,向右下降飞行
1698,向右下降飞行,向左下降飞行,向右下降飞行,向右飞行,向右上升飞行,向右飞行,静止,向右下降飞行
1699,向右下降飞行,向左下降飞行,向右下降飞行,向右飞行,向右上升飞行,向右飞行,静止,向右下降飞行
1700,向右下降飞行,向左下降飞行,向右下降飞行,向右飞行,向右上升飞行,向右飞行,静止,向右下降飞行
1701,向右下降飞行,向左下降飞行,向右下降飞行,向右飞行,向右上升飞行,向右飞行,静止,向右下降飞行
1702,向右下降飞行,向左下降飞行,向右下降飞行,向右下降飞行,向右上升飞行,向右飞行,静止,向右下降飞行
1703,向右下降飞行,向左下降飞行,向右下降飞行,向右下降飞行,向右上升飞行,向右飞行,静止,向右下降飞行
1704,向右下降飞行,向左下降飞行,向右上升飞行,向右下降飞行,向右上升飞行,向右飞行,静止,向右下降飞行
1705,向右下降飞行,向左下降飞行,向右上升飞行,向右下降飞行,向右上升飞行,向右飞行,静止,向右下降飞行
1706,向右下降飞行,向左下降飞行,向右上升飞行,向右下降飞行,向右上升飞行,向右飞行,静止,向右下降飞行
1707,向右下降飞行,向左下降飞行,向右上升飞行,向右下降飞行,向右上升飞行,向右飞行,静止,向右下降飞行
1708,向右下降飞行,向左下降飞行,向右上升飞行,向右下降飞行,向左上升飞行,向右飞行,静止,向右下降飞行
1709,向右下降飞行,向左下降飞行,向右上升飞行,向右下降飞行,向左上升飞行,向右飞行,静止,向右下降飞行
1710,向右上升飞行,向左上升飞行,向右上升飞行,向右下降飞行,向左上升飞行,向右飞行,静止,向右下降飞行
1711,向右上升飞行,向左上升飞行,向右上升飞行,向右飞行,向左上升飞行,向右飞行,静止,向右下降飞行
1712,向右上升飞行,向左上升飞行,向右上升飞行,静止,向左上升飞行,向右飞行,静止,向右下降飞行
1713,向右上升飞行,向左上升飞行,向右上升飞行,静止,向左上升飞行,向右飞行,静止,向右下降飞行
1714,向右上升飞行,向左上升飞行,向右上升飞行,静止,向左上升飞行,向右飞行,静止,向右下降飞行
1715,向右上升飞行,向左上升飞行,向右上升飞行,静止,向左上升飞行,向右飞行,静止,向右下降飞行
1716,向右上升飞行,向左上升飞行,向右上升飞行,静止,向左上升飞行,向右飞行,静止,向右下降飞行
1717,向右上升飞行,向右上升飞行,向右上升飞行,静止,向左上升飞行,向右飞行,静止,向右下降飞行
1718,向右上升飞行,向右上升飞行,向右上升飞行,静止,向右上升飞行,向右飞行,静止,向右下降飞行
1719,向右上升飞行,向右上升飞行,向右上升飞行,静止,向右上升飞行,向右飞行,静止,向右下降飞行
1720,向右上升飞行,向右上升飞行,向右上升飞行,静止,向右上升飞行,向右飞行,静止,向右下降飞行
1721,向右上升飞行,向右上升飞行,向右上升飞行,静止,向右上升飞行,向右飞行,静止,向右下降飞行
1722,向右上升飞行,向右上升飞行,向右上升飞行,静止,向左上升飞行,向右飞行,静止,向右下降飞行
1723,向右上升飞行,向右上升飞行,向右上升飞行,静止,向左上升飞行,向右飞行,静止,向右下降飞行
1724,向右上升飞行,向右上升飞行,向右上升飞行,静止,向左上升飞行,向右飞行,静止,向右下降飞行
1725,向右上升飞行,向右上升飞行,向右上升飞行,静止,向左上升飞行,向右飞行,静止,向右下降飞行
1726,向右上升飞行,向右上升飞行,向右上升飞行,静止,向左上升飞行,向右飞行,静止,向右下降飞行
1727,向右上升飞行,向右上升飞行,向右上升飞行,静止,向左上升飞行,向右飞行,静止,向右下降飞行
1728,向右上升飞行,向右上升飞行,向右上升飞行,静止,向左上升飞行,向右飞行,静止,向右下降飞行
1729,向右上升飞行,向右上升飞行,向右上升飞行,静止,向左上升飞行,向左飞行,静止,向右下降飞行
1730,向右上升飞行,向左下降飞行,向右上升飞行,静止,向左上升飞行,向左飞行,静止,向右下降飞行
